latency_mean_ms,latency_per_sample_ms,throughput_samples_per_sec,peak_memory_mb,model,precision
26.472327159935958,0.8272602237479987,1208.8094789199265,268.1904296875,ResNet18,fp32
14.60831172997132,0.45650974156160373,2190.533758555194,152.04833984375,ResNet18,fp16
30.14395129001059,0.941998477812831,1061.5728406715043,361.71826171875,MobileNetV2,fp32
15.64892652997514,0.48902895406172314,2044.868696821138,184.83349609375,MobileNetV2,fp16
